keep_cnvpr_ids,preserved_ids,connector_children_keys
10;100;101;102;103;104;105;106;107;108;11;111;114;115;118;119;12;120;123;124;125;126;127;128;129;13;132;133;134;135;136;139;14;140;141;142;143;144;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;38;39;4;40;41;42;43;44;47;48;49;5;50;51;52;53;54;57;6;60;61;62;63;64;65;66;67;68;69;7;70;73;76;79;8;82;85;86;87;88;89;9;90;91;92;93;94;95;96;97;98;99,10;100;101;102;103;104;105;106;107;108;11;111;114;115;118;119;12;120;123;124;125;126;127;128;129;13;132;133;134;135;136;139;14;140;141;142;143;144;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;38;39;4;40;41;42;43;44;47;48;49;5;50;51;52;53;54;57;6;60;61;62;63;64;65;66;67;68;69;7;70;73;76;79;8;82;85;86;87;88;89;9;90;91;92;93;94;95;96;97;98;99,10;100;101;102;103;104;105;106;107;108;11;111;114;115;118;119;12;120;123;124;125;126;127;128;129;13;132;133;134;135;136;139;14;140;141;142;143;144;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;38;39;4;40;41;42;43;44;47;48;49;5;50;51;52;53;54;57;6;60;61;62;63;64;65;66;67;68;69;7;70;73;76;79;8;82;85;86;87;88;89;9;90;91;92;93;94;95;96;97;98;99
